GEOCODIGO_MUNICIPIO;NOME_MUNICIPIO;LONGITUDE;LATITUDE
2210003;SÃO JOÃO DO PIAUÍ;-42.2564375329406;-8.34884968799341
2210052;SÃO JOSÉ DO DIVINO;-41.8301087692171;-3.80571635649951
2210102;SÃO JOSÉ DO PEIXE;-42.5701794157863;-7.49300878090782
2210201;SÃO JOSÉ DO PIAUÍ;-41.4794072341782;-6.87062624465213
2210300;SÃO JULIÃO;-40.8369132447998;-7.08531500457718
2210359;SÃO LOURENÇO DO PIAUÍ;-42.5443519903866;-9.17200187707728
2210375;SÃO LUIS DO PIAUÍ;-41.3228378191747;-6.82814382976455
2210383;SÃO MIGUEL DA BAIXA GRANDE;-42.1853773737544;-5.86229863428784
2210391;SÃO MIGUEL DO FIDALGO;-42.3705290411912;-7.58496911892799
2210409;SÃO MIGUEL DO TAPUIO;-41.319798489524;-5.50066369912748
2210508;SÃO PEDRO DO PIAUÍ;-42.7236601720603;-5.91395164656097
2210607;SÃO RAIMUNDO NONATO;-42.6922851641908;-9.0153604823547
2210623;SEBASTIÃO BARROS;-44.8332841775162;-10.8166752206016
2210631;SEBASTIÃO LEAL;-44.0676917696104;-7.57738563015195
2210656;SIGEFREDO PACHECO;-41.727559224799;-4.91168916423737
2210706;SIMÕES;-40.8175090683555;-7.59913716568336
2210805;SIMPLÍCIO MENDES;-41.9109103616519;-7.85795729388299
2210904;SOCORRO DO PIAUÍ;-42.5046917237203;-7.86493805710391
2210938;SUSSUAPARA;-41.392267730941;-7.01701058882809
2210953;TAMBORIL DO PIAUÍ;-42.909688830207;-8.40043178009231
2210979;TANQUE DO PIAUÍ;-42.2839013404883;-6.59635346741982
2211001;TERESINA;-42.8052704582233;-5.0863419523217
2211100;UNIÃO;-42.8629297159505;-4.58601815914006
2211209;URUÇUÍ;-44.5602559238525;-7.22950334456247
2211308;VALENÇA DO PIAUÍ;-41.7405359913299;-6.39819602271571
2211357;VÁRZEA BRANCA;-42.9694445350297;-9.23654108934563
2211407;VÁRZEA GRANDE;-42.2531016233438;-6.5429475544247
2211506;VERA MENDES;-41.4797367500354;-7.60284928289199
2211605;VILA NOVA DO PIAUÍ;-40.937801396493;-7.14104643395254
2211704;WALL FERRAZ;-41.9089536203039;-7.23577900641265
2300101;ABAIARA;-39.0475466361851;-7.35697659589831
2300150;ACARAPE;-38.7056237709826;-4.22313840937244
2300200;ACARAÚ;-40.1182414711655;-2.885310540095
2300309;ACOPIARA;-39.4557052761772;-6.092761995
2300408;AIUABA;-40.1231600775541;-6.56329844005168
2300507;ALCÂNTARAS;-40.5446381225739;-3.58698376924817
2300606;ALTANEIRA;-39.7458206389421;-6.9974983508052
2300705;ALTO SANTO;-38.2727781487196;-5.52208173974523
2300754;AMONTADA;-39.8288227917225;-3.36487780347731
2300804;ANTONINA DO NORTE;-39.9823868418819;-6.77968784711829
2300903;APUIARÉS;-39.4304227833004;-3.94801851861481
2301000;AQUIRAZ;-38.3898029588509;-3.9061945
2301109;ARACATI;-37.7727525989113;-4.56706647
2301208;ARACOIABA;-38.8094409691659;-4.37039380697671
2301257;ARARENDÁ;-40.8310967349814;-4.75193827199216
2301307;ARARIPE;-40.1374458093569;-7.20618378918069
2301406;ARATUBA;-39.047554561796;-4.41693064499256
2301505;ARNEIROZ;-40.161443712374;-6.31942580302218
2301604;ASSARÉ;-39.8712747474926;-6.87260711221149
2301703;AURORA;-38.9769908769444;-6.94039183200645
2301802;BAIXIO;-38.7201259159638;-6.7271620493217
2301851;BANABUIÚ;-38.9257848049298;-5.3150473039948
2301901;BARBALHA;-39.3023163692257;-7.30717212691268
2301950;BARREIRA;-38.6385018295574;-4.28876226676818
2302008;BARRO;-38.7798806460522;-7.16820872668523
2302057;BARROQUINHA;-41.1394815381655;-3.00911674619191
2302107;BATURITÉ;-38.8800213756291;-4.33120515640856
2302206;BEBERIBE;-38.1232730421463;-4.17476322117715
2302305;BELA CRUZ;-40.1668429070243;-3.05510672431327
2302404;BOA VIAGEM;-39.7332823425095;-5.12574387005676
2302503;BREJO SANTO;-38.9855138673635;-7.49163800866139
2302602;CAMOCIM;-40.847527740938;-2.9009665745879
2302701;CAMPOS SALES;-40.3790031301681;-7.0733835
2302800;CANINDÉ;-39.3103429528638;-4.35534428969186
2302909;CAPISTRANO;-38.9018287595054;-4.45989661214017
2303006;CARIDADE;-39.1930329149954;-4.22496000078457
2303105;CARIRÉ;-40.4738448077338;-3.95161188001281
2303204;CARIRIAÇU;-39.2843720295557;-7.041528
2303303;CARIÚS;-39.4976886800605;-6.53112793786476
2303402;CARNAUBAL;-40.935631577279;-4.16398856236529
2303501;CASCAVEL;-38.2396859406771;-4.13143367820745
2303600;CATARINA;-39.879466228339;-6.12755629081684
2303659;CATUNDA;-40.2058037894278;-4.65154938565972
2303709;CAUCAIA;-38.6640175358384;-3.736487
2303808;CEDRO;-39.0597431480294;-6.6049605
2303907;CHAVAL;-41.2445958219436;-3.03890118909178
2303931;CHORÓ;-39.1374675315576;-4.84251565928672
2303956;CHOROZINHO;-38.5012856666587;-4.30217091397851
2304004;COREAÚ;-40.6569510757545;-3.54948786111024
2304103;CRATEÚS;-40.6684001308448;-5.17695055079545
2304202;CRATO;-39.4083902977886;-7.23175278993045
2304236;CROATÁ;-40.9090450981578;-4.41405726551229
2304251;CRUZ;-40.171278706542;-2.91670805035548
2304269;DEPUTADO IRAPUAN PINHEIRO;-39.2615417650871;-5.90896237382936
2304277;ERERÊ;-38.3472589620963;-6.03133272993446
2304285;EUSÉBIO;-38.4451218386123;-3.88697288667811
2304301;FARIAS BRITO;-39.5708350212066;-6.92710998064911
2304350;FORQUILHA;-40.2587689981082;-3.79895774308495
2304400;FORTALEZA;-38.5899275550432;-3.723805035
2304459;FORTIM;-37.7989754860384;-4.44980491741282
2304509;FRECHEIRINHA;-40.8214052011868;-3.76061193145276
2304608;GENERAL SAMPAIO;-39.4535299504286;-4.05104127465347
2304657;GRAÇA;-40.755524899564;-4.04693879398909
2304707;GRANJA;-40.8299389910215;-3.11895215616977
2304806;GRANJEIRO;-39.2203088858466;-6.88888437288031
2304905;GROAÍRAS;-40.382146023886;-3.91195412920395
2304954;GUAIÚBA;-38.6344347805213;-4.04024350050078
2305001;GUARACIABA DO NORTE;-40.7526331779113;-4.1624510671404
2305100;GUARAMIRANGA;-38.94063328506;-4.26205091860387
2305209;HIDROLÂNDIA;-40.4018171243637;-4.40799944425957
2305233;HORIZONTE;-38.4942395585521;-4.093278
2305266;IBARETAMA;-38.8216783127295;-4.81865157790641
2305308;IBIAPINA;-40.8939290197956;-3.93613126224114
2305332;IBICUITINGA;-38.6408630485786;-4.96916642282456
2305357;ICAPUÍ;-37.3535630985971;-4.71554948783128
2305407;ICÓ;-38.8630851788798;-6.40303125193041
2305506;IGUATU;-39.2999056781645;-6.36055472004592
2305605;INDEPENDÊNCIA;-40.3093482605607;-5.39802810026086
2305654;IPAPORANGA;-40.7579663399773;-4.90062978571446
2305704;IPAUMIRIM;-38.7159037441224;-6.78836126021327
2305803;IPU;-40.7187261447301;-4.31343168517721
2305902;IPUEIRAS;-40.7156965105938;-4.543785495
2306009;IRACEMA;-38.3046616556988;-5.80984255286376
2306108;IRAUÇUBA;-39.7922381150857;-3.74541880170377
2306207;ITAIÇABA;-37.821629513686;-4.68340471185561
2306256;ITAITINGA;-38.5264051494908;-3.97045901630545
2306306;ITAPAGÉ;-39.5835332386222;-3.68567310984199
2306405;ITAPIPOCA;-39.583481575771;-3.4994355
2306504;ITAPIÚNA;-38.9206739559252;-4.55474017465125
2306553;ITAREMA;-39.915677748929;-2.923348
2306603;ITATIRA;-39.6179040158845;-4.52892256233297
2306702;JAGUARETAMA;-38.7625262979074;-5.61088956322615
2306801;JAGUARIBARA;-38.4630972955508;-5.45750203396349
2306900;JAGUARIBE;-38.6230050492668;-5.886459045
2307007;JAGUARUANA;-37.7823914809586;-4.83955516829761
2307106;JARDIM;-39.2841644573661;-7.58553646567843
2307205;JATI;-39.0051387612294;-7.69274159478333
2307254;JIJOCA DE JERICOACOARA;-40.4387354018727;-2.89968270887056
2307304;JUAZEIRO DO NORTE;-39.3169933556143;-7.210766
2307403;JUCÁS;-39.5267762434303;-6.52254927305863
2307502;LAVRAS DA MANGABEIRA;-38.9672750539277;-6.75474797684014
2307601;LIMOEIRO DO NORTE;-38.0990948704529;-5.15023902
2307635;MADALENA;-39.5757886826003;-4.85243417660198
2307650;MARACANAÚ;-38.6244186465865;-3.87696445102036
2307700;MARANGUAPE;-38.6858512476873;-3.89186946
2307809;MARCO;-40.1516436427496;-3.120707025
2307908;MARTINÓPOLE;-40.6993551750691;-3.22501222744216
2308005;MASSAPÊ;-40.3421348648013;-3.52387058428249
2308104;MAURITI;-38.772795438031;-7.387398
2308203;MERUOCA;-40.4508809567861;-3.53900666231988
2308302;MILAGRES;-38.9431567662076;-7.31042779678189
2308351;MILHÃ;-39.2035741816436;-5.67956410088697
2308377;MIRAÍMA;-39.9700648820021;-3.56859990655738
2308401;MISSÃO VELHA;-39.1451977078653;-7.24323151378516
2308500;MOMBAÇA;-39.6244052478572;-5.74700454
2308609;MONSENHOR TABOSA;-40.0700674615929;-4.78309129145873
2308708;MORADA NOVA;-38.3649073450731;-5.09695200016721
2308807;MORAÚJO;-40.6835989271198;-3.46636327439925
2308906;MORRINHOS;-40.1241788929331;-3.22883053425389
2309003;MUCAMBO;-40.7452804651593;-3.90602997959821
2309102;MULUNGU;-38.9930659239268;-4.29952832007765
2309201;NOVA OLINDA;-39.6794854726644;-7.08410281138904
2309300;NOVA RUSSAS;-40.5653033548825;-4.7068083499366
2309409;NOVO ORIENTE;-40.7747672682117;-5.53386483554612
2309458;OCARA;-38.5985379827902;-4.48506654454779
2309508;ORÓS;-38.9135959845487;-6.24279878368762
2309607;PACAJUS;-38.4670222648935;-4.17054051
2309706;PACATUBA;-38.6182993120325;-3.98612002229387
2309805;PACOTI;-38.9258889386659;-4.22476543307066
2309904;PACUJÁ;-40.6967361072542;-3.97839438605716
2310001;PALHANO;-37.9662351610974;-4.74394507677329
2310100;PALMÁCIA;-38.8450290663103;-4.14898177452437
2310209;PARACURU;-39.0295453441225;-3.41163500915711
2310258;PARAIPABA;-39.1481155272123;-3.43619672787107
2310308;PARAMBU;-40.6942072413457;-6.21033600172244
2310407;PARAMOTI;-39.2394664950313;-4.09743233197343
2310506;PEDRA BRANCA;-39.7139376447036;-5.4546855
2310605;PENAFORTE;-39.0741275240802;-7.82991461205567
2310704;PENTECOSTE;-39.267008731469;-3.79626673615443
2310803;PEREIRO;-38.4591360389541;-6.04507690203015
2310852;PINDORETAMA;-38.3000879762561;-4.02780399274118
2310902;PIQUET CARNEIRO;-39.419406255538;-5.80856955977343
2310951;PIRES FERREIRA;-40.6465412477527;-4.24215414323442
2311009;PORANGA;-40.9263795102653;-4.74395073194117
2311108;PORTEIRAS;-39.1153314614829;-7.53574644160671
2311207;POTENGI;-40.0321325356878;-7.09017946960707
2311231;POTIRETAMA;-38.1579178531648;-5.72166790374219
2311264;QUITERIANÓPOLIS;-40.7044888468331;-5.8470092293282
2311306;QUIXADÁ;-39.0117446758304;-4.9637
2311355;QUIXELÔ;-39.202294366455;-6.25121190037953
2311405;QUIXERAMOBIM;-39.2943542269635;-5.19840483742558
2311504;QUIXERÉ;-37.9905222250863;-5.06872895444067
2311603;REDENÇÃO;-38.7295707505904;-4.22295815020099
2311702;RERIUTABA;-40.5846120036545;-4.14156760083061
2311801;RUSSAS;-37.975431296901;-4.93973781536402
2311900;SABOEIRO;-39.9045806984177;-6.53643335248083
2311959;SALITRE;-40.46475206463;-7.28452868497372
2312007;SANTANA DO ACARAÚ;-40.2094628598127;-3.45977534173113
2312106;SANTANA DO CARIRI;-39.7379797815466;-7.18089778328218
2312205;SANTA QUITÉRIA;-40.153507813582;-4.3332705
2312304;SÃO BENEDITO;-40.8644898757611;-4.04472699
2312403;SÃO GONÇALO DO AMARANTE;-38.9720758652803;-3.6056325
2312502;SÃO JOÃO DO JAGUARIBE;-38.2719407043798;-5.26863055048591
2312601;SÃO LUÍS DO CURU;-39.2416061849713;-3.67300925322864
2312700;SENADOR POMPEU;-39.3753253308417;-5.58934375213112
2312809;SENADOR SÁ;-40.4637920044144;-3.35178962803698
2312908;SOBRAL;-40.3486680336582;-3.68803768376442
2313005;SOLONÓPOLE;-39.0082249132446;-5.72635129100783
2313104;TABULEIRO DO NORTE;-38.129737128172;-5.24380386987735
2313203;TAMBORIL;-40.319068513296;-4.83392858315588
2313252;TARRAFAS;-39.7584941948653;-6.68259031473737
2313302;TAUÁ;-40.2926246551049;-6.00299893985789
2313351;TEJUÇUOCA;-39.5768263617106;-3.98971180859371
2313401;TIANGUÁ;-40.9917056226916;-3.722674
2313500;TRAIRI;-39.272231872633;-3.26442016913387
2313559;TURURU;-39.4343635369541;-3.59559523549983
2313609;UBAJARA;-40.9071439279714;-3.84849143521655
2313708;UMARI;-38.7013257158543;-6.64724437520981
2313757;UMIRIM;-39.3423844042955;-3.67556189809805
2313807;URUBURETAMA;-39.5081780697542;-3.62301683368172
2313906;URUOCA;-40.5611630276796;-3.31323066042929
2313955;VARJOTA;-40.4789932740701;-4.18282228275994
2314003;VÁRZEA ALEGRE;-39.2989329971137;-6.79184585564321
2314102;VIÇOSA DO CEARÁ;-41.0916290750336;-3.56601275320063
2400109;ACARI;-36.6437388699983;-6.44208508893385
2400208;AÇU;-36.9179232199589;-5.57194599924666
2400307;AFONSO BEZERRA;-36.5091482339596;-5.49873426813082
2400406;ÁGUA NOVA;-38.2908249542281;-6.20471671883501
2400505;ALEXANDRIA;-38.0192888913064;-6.41713633794429
2400604;ALMINO AFONSO;-37.7631253023649;-6.15742069252536
2400703;ALTO DO RODRIGUES;-36.7594926142107;-5.293807787638
2400802;ANGICOS;-36.6054328737792;-5.66036532908629
2400901;ANTÔNIO MARTINS;-37.8857345656395;-6.21600445470736
2401008;APODI;-37.797784476271;-5.66376981922722
2401107;AREIA BRANCA;-37.1312717156955;-4.9528976305617
2401206;ARÊS;-35.1606360959418;-6.19371227448261
2401305;AUGUSTO SEVERO;-37.3088725642243;-5.85811442404707
2401404;BAÍA FORMOSA;-35.0090361817886;-6.36999230418874
2401453;BARAÚNA;-37.6181801950628;-5.07661810480469
2401503;BARCELONA;-35.9267945279531;-5.9481318482859
2401602;BENTO FERNANDES;-35.8216988907063;-5.69238331769413
2401651;BODÓ;-36.413837702334;-5.98804524994105
2401701;BOM JESUS;-35.5888032897951;-5.98631885234114
2401800;BREJINHO;-35.3573540540418;-6.19257905870004
2401859;CAIÇARA DO NORTE;-36.0558571538451;-5.06299440936317
2401909;CAIÇARA DO RIO DO VENTO;-35.9997904110862;-5.75908714277655
2402006;CAICÓ;-37.0964887711922;-6.45913883139328
2402105;CAMPO REDONDO;-36.1825045694096;-6.24338305317339
2402204;CANGUARETAMA;-35.1285396639931;-6.37492521572032
2402303;CARAÚBAS;-37.5537021978471;-5.79117610285868
2402402;CARNAÚBA DOS DANTAS;-36.5952519214664;-6.56073251736681
2402501;CARNAUBAIS;-36.8346423564497;-5.33978539431904
2402600;CEARÁ-MIRIM;-35.42448692853;-5.64098359191175
2402709;CERRO CORÁ;-36.3457414414503;-6.0348271931366
2402808;CORONEL EZEQUIEL;-36.2147710444246;-6.38340239029441
2402907;CORONEL JOÃO PESSOA;-38.4402581627126;-6.26011221139078
2403004;CRUZETA;-36.7917053203155;-6.41317640695567
2403103;CURRAIS NOVOS;-36.5162192209593;-6.26467221895558
2403202;DOUTOR SEVERIANO;-38.3736830788222;-6.09368737055909
2403251;PARNAMIRIM;-35.2592090738617;-5.91036975825394
2403301;ENCANTO;-38.3048789906516;-6.1111342006329
2403400;EQUADOR;-36.7164124288599;-6.94584274907483
2403509;ESPÍRITO SANTO;-35.3170907892286;-6.33557170320116
2403608;EXTREMOZ;-35.3140254320232;-5.70270993620874
2403707;FELIPE GUERRA;-37.6913850557146;-5.60196176980821
2403756;FERNANDO PEDROZA;-36.5324535353652;-5.69601578146739
2403806;FLORÂNIA;-36.8140762988106;-6.12695195501155
2403905;FRANCISCO DANTAS;-38.1256497554185;-6.08809671674326
2404002;FRUTUOSO GOMES;-37.8409607540419;-6.15623279929201
2404101;GALINHOS;-36.2746400699779;-5.09168977841149
2404200;GOIANINHA;-35.2177861245435;-6.25059038995067
2404309;GOVERNADOR DIX-SEPT ROSADO;-37.5219118430218;-5.45891384210597
2404408;GROSSOS;-37.1574841600262;-4.97551480707414
2404507;GUAMARÉ;-36.3181443773969;-5.10736295459178
2404606;IELMO MARINHO;-35.5528293750625;-5.81531503827622
2404705;IPANGUAÇU;-36.8528746046542;-5.49714835330496
2404804;IPUEIRA;-37.1978561298861;-6.81555076188514
2404853;ITAJÁ;-36.8698181053353;-5.64354760896815
2404903;ITAÚ;-37.9882686256902;-5.83793607342512
2405009;JAÇANÃ;-36.2055929077335;-6.42497334736577
2405108;JANDAÍRA;-36.1305852719426;-5.35528
2405207;JANDUÍS;-37.4092111089131;-6.01609270285832
2405306;JANUÁRIO CICCO;-35.600891962575;-6.15609802255279
2405405;JAPI;-35.9459348280456;-6.46056601331605
2405504;JARDIM DE ANGICOS;-35.969954329802;-5.6526312123534
2405603;JARDIM DE PIRANHAS;-37.3492178522692;-6.38009754919079
2405702;JARDIM DO SERIDÓ;-36.77458152338;-6.58633625168301
2405801;JOÃO CÂMARA;-35.8167878738553;-5.53842338336333
2405900;JOÃO DIAS;-37.7969607820048;-6.27611409784306
2406007;JOSÉ DA PENHA;-38.2844030704544;-6.31268844277092
2406106;JUCURUTU;-37.020225829413;-6.03341878412747
2406155;JUNDIÁ;-35.3277885218596;-6.26916933108908
2406205;LAGOA D'ANTA;-35.5997951777328;-6.39150232349883
2406304;LAGOA DE PEDRAS;-35.4334827321932;-6.14973910199057
2406403;LAGOA DE VELHOS;-35.8706988331384;-5.99991551930281
2406502;LAGOA NOVA;-36.4589606695817;-6.09766929639383
2406601;LAGOA SALGADA;-35.4724975676103;-6.12581826185821
2406700;LAJES;-36.242735126413;-5.69883035878165
2406809;LAJES PINTADAS;-36.1184417929034;-6.15143207205811
2406908;LUCRÉCIA;-37.8156328477028;-6.11692363522479
2407005;LUÍS GOMES;-38.386420375103;-6.41402814243274
2407104;MACAÍBA;-35.3552371335816;-5.85723661962623
2407203;MACAU;-36.634973181901;-5.11336765030868
2407252;MAJOR SALES;-38.3234550212287;-6.40375656574908
2407302;MARCELINO VIEIRA;-38.1666126187356;-6.29354978779003
2407401;MARTINS;-37.9113273956681;-6.09634749287148
2407500;MAXARANGUAPE;-35.262074868072;-5.50545626577382
2407609;MESSIAS TARGINO;-37.5120589301593;-6.07649750532978
2407708;MONTANHAS;-35.2876919575565;-6.4822429389357
2407807;MONTE ALEGRE;-35.3320992692543;-6.06787662410822
2407906;MONTE DAS GAMELEIRAS;-35.7866071234666;-6.43946601652215
2408003;MOSSORÓ;-37.3568741367043;-5.19380123470868
2408102;NATAL;-35.2522547280543;-5.75089853761206
2408201;NÍSIA FLORESTA;-35.211309564485;-6.09071414590346
2408300;NOVA CRUZ;-35.4323003945869;-6.48006479201477
2408409;OLHO-D'ÁGUA DO BORGES;-37.7118209785559;-5.95925838753112
2408508;OURO BRANCO;-36.9462950766901;-6.69965894742555
2408607;PARANÁ;-38.3111288501105;-6.48533050134249
2408706;PARAÚ;-37.1016501352676;-5.77705551761264
2408805;PARAZINHO;-35.8449895223578;-5.23078073449039
2408904;PARELHAS;-36.6578048562049;-6.68875519717457
2408953;RIO DO FOGO;-35.3848720422209;-5.27155865959121
2409100;PASSA E FICA;-35.6473522143433;-6.42911549365363
2409209;PASSAGEM;-35.3755657140696;-6.27444221295608
2409308;PATU;-37.6401023994731;-6.1015320672853
2409332;SANTA MARIA;-35.6903638553156;-5.83851870108946
2409407;PAU DOS FERROS;-38.2032615200836;-6.11473183865013
2409506;PEDRA GRANDE;-35.8759906400618;-5.14938743349801
2409605;PEDRA PRETA;-36.1031358189646;-5.58190915620307
2409704;PEDRO AVELINO;-36.3852292558735;-5.52400218205231
2409803;PEDRO VELHO;-35.2229392416707;-6.43318948820377
2409902;PENDÊNCIAS;-36.7191460402508;-5.25678817094245
2410009;PILÕES;-38.0444431555028;-6.26572244024087
2410108;POÇO BRANCO;-35.6550117699579;-5.61885150409171
2410207;PORTALEGRE;-37.9851948257179;-6.02432801349187
2410256;PORTO DO MANGUE;-36.7805380667257;-5.06967015221064
2410306;PRESIDENTE JUSCELINO;-35.7056053223905;-6.10491278564986
2410405;PUREZA;-35.5622682321378;-5.46591858591341
2410504;RAFAEL FERNANDES;-38.2225028856897;-6.18649519808459
2410603;RAFAEL GODEIRO;-37.7159740682361;-6.07829664776498
2410702;RIACHO DA CRUZ;-37.9502747099434;-5.93580252202388
2410801;RIACHO DE SANTANA;-38.3148330293793;-6.26473054680818
2410900;RIACHUELO;-35.8262747639025;-5.81394696471208
2411007;RODOLFO FERNANDES;-38.0628743291341;-5.78799361171139
2411056;TIBAU;-37.2513026681358;-4.84143741044144
2411106;RUY BARBOSA;-35.9354841632411;-5.87942894095812
2411205;SANTA CRUZ;-36.0205165703447;-6.23007562338656
2411403;SANTANA DO MATOS;-36.6541049650822;-5.95772715540178
2411429;SANTANA DO SERIDÓ;-36.7368516418736;-6.77015175289955
2411502;SANTO ANTÔNIO;-35.4751369839982;-6.30517392129752
2411601;SÃO BENTO DO NORTE;-36.0354313533959;-5.05950106008262
2411700;SÃO BENTO DO TRAIRÍ;-36.0868875014205;-6.34448121674061
2411809;SÃO FERNANDO;-37.1854030398375;-6.38386107302845
2411908;SÃO FRANCISCO DO OESTE;-38.1692961807558;-6.00063657053982
2412005;SÃO GONÇALO DO AMARANTE;-35.3311560930852;-5.78955554020528
2412104;SÃO JOÃO DO SABUGI;-37.2041396579503;-6.71122435001558
2412203;SÃO JOSÉ DE MIPIBU;-35.2402746487129;-6.0704657116057
2412302;SÃO JOSÉ DO CAMPESTRE;-35.7121150331211;-6.31556398064831
2412401;SÃO JOSÉ DO SERIDÓ;-36.883258892934;-6.44879853464511
2412500;SÃO MIGUEL;-38.4963439736539;-6.2123429186061
2412559;SÃO MIGUEL DO GOSTOSO;-35.6412835112052;-5.1228571163116
2412609;SÃO PAULO DO POTENGI;-35.7643696369494;-5.89982033377983
2412708;SÃO PEDRO;-35.6403110302273;-5.89798028251298
2412807;SÃO RAFAEL;-36.8903975641003;-5.80093422659101
2412906;SÃO TOMÉ;-36.0736631485719;-5.97302234709679
2413003;SÃO VICENTE;-36.6886618516821;-6.2149638781654
2413102;SENADOR ELÓI DE SOUZA;-35.6956637751617;-6.03622642877325
2413201;SENADOR GEORGINO AVELINO;-35.1241762279568;-6.15869433436923
2413300;SERRA DE SÃO BENTO;-35.7034898198867;-6.41536699233032
2413359;SERRA DO MEL;-37.0413013452291;-5.16524134820184
2413409;SERRA NEGRA DO NORTE;-37.3949730105827;-6.66398433637305
2413508;SERRINHA;-35.5013432340406;-6.27709152574771
2413557;SERRINHA DOS PINTOS;-37.9615790488699;-6.1141293698225
2413607;SEVERIANO MELO;-37.9565807059839;-5.77818776528756
2413706;SÍTIO NOVO;-35.9104491798599;-6.10409158278198
2413805;TABOLEIRO GRANDE;-38.0435675405776;-5.92675229224912
2413904;TAIPU;-35.5988465612551;-5.61966667527279
2414001;TANGARÁ;-35.8001895983091;-6.19735736831057
2414100;TENENTE ANANIAS;-38.1792978897052;-6.47754371218665
2414159;TENENTE LAURENTINO CRUZ;-36.7206601448861;-6.14723015948954
2414209;TIBAU DO SUL;-35.0926003671736;-6.18807175929036
2414308;TIMBAÚBA DOS BATISTAS;-37.2713399064401;-6.46328926305819
2414407;TOUROS;-35.4552931657206;-5.20260680139676
2414456;TRIUNFO POTIGUAR;-37.1837968505575;-5.86695901863489
2414506;UMARIZAL;-37.8132584900854;-5.98990197956187
2414605;UPANEMA;-37.2601469419864;-5.64179765927023
2414704;VÁRZEA;-35.374790664391;-6.34879989073068
2414753;VENHA-VER;-38.4912301676647;-6.31942283689552
2414803;VERA CRUZ;-35.428109527209;-6.04560848179296
2414902;VIÇOSA;-37.9474090159691;-5.99185717473434
2415008;VILA FLOR;-35.0761274954455;-6.31279187093585
2500106;ÁGUA BRANCA;-37.6422090442572;-7.51107015055765
2500205;AGUIAR;-38.1775818446374;-7.09480576245307
2500304;ALAGOA GRANDE;-35.6338919827495;-7.036775
2500403;ALAGOA NOVA;-35.75945653982;-7.05779882533355
2500502;ALAGOINHA;-35.5454913506159;-6.94814040463241
2500536;ALCANTIL;-36.0606043308864;-7.74147703829654
2500577;ALGODÃO DE JANDAÍRA;-36.0060933987894;-6.90469403776756
2500601;ALHANDRA;-34.9119851554492;-7.43299530218586
2500700;SÃO JOÃO DO RIO DO PEIXE;-38.445453570848;-6.73443082832052
2500734;AMPARO;-37.0647752481212;-7.5672115216128
2500775;APARECIDA;-38.0833382545419;-6.78369514151856
2500809;ARAÇAGI;-35.3832990883057;-6.85169661748309
2500908;ARARA;-35.7595417215504;-6.82619172120958
2501005;ARARUNA;-35.7359805119437;-6.53144702131672
2501104;AREIA;-35.7033914011072;-6.965515
2501153;AREIA DE BARAÚNAS;-36.9435079583787;-7.12369501302357
2501203;AREIAL;-35.9228094312866;-7.04996108869381
2501302;AROEIRAS;-35.7155929489148;-7.54846202270723
2501351;ASSUNÇÃO;-36.7331874760572;-7.0763269436714
2501401;BAÍA DA TRAIÇÃO;-34.9499310949655;-6.67952912303058
2501500;BANANEIRAS;-35.6315999027685;-6.74963727499996
2501534;BARAÚNA;-36.2530413530428;-6.64240503523788
2501575;BARRA DE SANTANA;-35.9963140811176;-7.52283378063902
2501609;BARRA DE SANTA ROSA;-36.0597726422183;-6.72025267755581
2501708;BARRA DE SÃO MIGUEL;-36.3215359677565;-7.75267062619654
2501807;BAYEUX;-34.9291858200857;-7.132276485
2501906;BELÉM;-35.5362740820625;-6.69404260977741
2502003;BELÉM DO BREJO DO CRUZ;-37.5395024822564;-6.18857499767009
2502052;BERNARDINO BATISTA;-38.5488692212462;-6.45354779321651
2502102;BOA VENTURA;-38.2189508765067;-7.42228214528533
2502151;BOA VISTA;-36.2353736587535;-7.25791308057967
2502201;BOM JESUS;-38.6551428070451;-6.8179576511972
2502300;BOM SUCESSO;-37.9300236973884;-6.44504672298809
2502409;BONITO DE SANTA FÉ;-38.5164953050679;-7.31076308185791
2502508;BOQUEIRÃO;-36.133404750711;-7.48264791987131
2502607;IGARACY;-38.1466946448252;-7.17931929137953
2502706;BORBOREMA;-35.5993759656005;-6.80430588310093
2502805;BREJO DO CRUZ;-37.5001626416753;-6.3477076067963
2502904;BREJO DOS SANTOS;-37.8237101751213;-6.37618330821286
2503001;CAAPORÃ;-34.9178501439554;-7.51428764137233
2503100;CABACEIRAS;-36.2843418898015;-7.49066987370998
2503209;CABEDELO;-34.8394300208048;-6.96698306327964
2503308;CACHOEIRA DOS ÍNDIOS;-38.6783031916558;-6.92393585280371
2503407;CACIMBA DE AREIA;-37.1582169542224;-7.12847337694278
2503506;CACIMBA DE DENTRO;-35.7928209013797;-6.64001674704108
2503555;CACIMBAS;-37.0604021093534;-7.21235930264992
2503605;CAIÇARA;-35.4691142820996;-6.61746979091996
2503704;CAJAZEIRAS;-38.5605303718409;-6.8904645
2503753;CAJAZEIRINHAS;-37.7991843341113;-6.96269281318218
2503803;CALDAS BRANDÃO;-35.3423820919597;-7.17175143704308
2503902;CAMALAÚ;-36.8316105814858;-7.89124209512659
2504009;CAMPINA GRANDE;-35.8838591147815;-7.22149704
2504033;CAPIM;-35.1677387140512;-6.91084437486816
2504074;CARAÚBAS;-36.4954780726943;-7.73109937240817
